Time,Temperature of system I,Temperature of system II
2022/2/1 15:09,1376.13,881.99
2022/2/1 15:10,1375.9,881.94
2022/2/1 15:11,1376.39,881.37
2022/2/1 15:12,1377.19,882.35
2022/2/1 15:13,1377.23,882.36
2022/2/1 15:14,1376.75,882.09
2022/2/1 15:15,1376.08,881.61
2022/2/1 15:16,1376.08,881.61
2022/2/1 15:17,1376.53,881.71
2022/2/1 15:18,1376.53,881.65
2022/2/1 15:19,1376.75,881.86
2022/2/1 15:20,1376.21,881.75
2022/2/1 15:21,1376.35,881.7
2022/2/1 15:22,1376.65,882.19
2022/2/1 15:23,1376.08,881.66
2022/2/1 15:24,1376.08,881.45
2022/2/1 15:25,1376.87,882.07
2022/2/1 15:26,1376.26,881.97
2022/2/1 15:27,1377.1,882.16
2022/2/1 15:28,1375.73,881.61
2022/2/1 15:29,1377.06,881.7
2022/2/1 15:30,1375.51,880.83
2022/2/1 15:31,1377.14,881.57
2022/2/1 15:32,1376.88,881.6
2022/2/1 15:33,1377.54,881.99
2022/2/1 15:34,1376.61,881.63
2022/2/1 15:35,1376.61,881.86
2022/2/1 15:36,1376.61,881.79
2022/2/1 15:37,1376.26,882.13
2022/2/1 15:38,1376.57,881.98
2022/2/1 15:39,1376.57,881.85
2022/2/1 15:40,1376.21,881.93
2022/2/1 15:41,1377.1,881.97
2022/2/1 15:42,1376.84,881.87
2022/2/1 15:43,1375.86,881.48
2022/2/1 15:44,1377.06,882.12
2022/2/1 15:45,1376.35,881.96
2022/2/1 15:46,1377.1,882.12
2022/2/1 15:47,1376.04,881.66
2022/2/1 15:48,1376.43,881.6
2022/2/1 15:49,1376.35,881.61
2022/2/1 15:50,1376.31,881.84
2022/2/1 15:51,1376.66,881.89
2022/2/1 15:52,1376.66,881.94
2022/2/1 15:53,1375.2,881.16
2022/2/1 15:54,1377.63,882.05
2022/2/1 15:55,1376.48,881.13
2022/2/1 15:56,1376.57,881.62
2022/2/1 15:57,1376.57,881.82
2022/2/1 15:58,1376.04,881.69
2022/2/1 15:59,1376.79,881.86
2022/2/1 16:00,1376.79,881.84
2022/2/1 16:01,1376.53,881.96
2022/2/1 16:02,1376.53,881.92
2022/2/1 16:03,1376.96,882.17
2022/2/1 16:04,1376.79,881.94
2022/2/1 16:05,1376.65,881.84
2022/2/1 16:06,1376.66,882.05
2022/2/1 16:07,1377.1,882.08
2022/2/1 16:08,1377.71,882
2022/2/1 16:09,1376.53,881.94
2022/2/1 16:10,1376.62,881.96
2022/2/1 16:11,1376.62,881.44
2022/2/1 16:12,1377.06,881.78
2022/2/1 16:13,1377.28,882.12
2022/2/1 16:14,1376.7,881.97
2022/2/1 16:15,1376.61,882.01
2022/2/1 16:16,1376.61,882.15
2022/2/1 16:17,1376.21,881.44
2022/2/1 16:18,1376.17,881.43
2022/2/1 16:19,1376.17,881.61
2022/2/1 16:20,1376.17,881.73
2022/2/1 16:21,1376.7,881.69
2022/2/1 16:22,1377.28,881.77
2022/2/1 16:23,1375.82,881.91
2022/2/1 16:24,1377.01,881.99
2022/2/1 16:25,1376.43,882.1
2022/2/1 16:26,1376.48,881.67
2022/2/1 16:27,1377.1,881.97
2022/2/1 16:28,1377.1,881.6
2022/2/1 16:29,1376.7,882.05
2022/2/1 16:30,1376.97,881.71
2022/2/1 16:31,1376.92,881.85
2022/2/1 16:32,1376.83,881.83
2022/2/1 16:33,1376.79,882.01
2022/2/1 16:34,1376.43,881.76
2022/2/1 16:35,1375.99,881.5
2022/2/1 16:36,1376.35,881.59
2022/2/1 16:37,1375.95,881.67
2022/2/1 16:38,1376.79,881.87
2022/2/1 16:39,1376,881.74
2022/2/1 16:40,1376.35,882.2
2022/2/1 16:41,1375.91,881.75
2022/2/1 16:42,1376.04,881.39
2022/2/1 16:43,1377.01,882.05
2022/2/1 16:44,1376.13,880.21
2022/2/1 16:45,1375.55,882.29
2022/2/1 16:46,1376.57,881.84
2022/2/1 16:47,1376.84,881.84
2022/2/1 16:48,1376.08,881.6
2022/2/1 16:49,1376.61,881.67
2022/2/1 16:50,1377.41,882.16
2022/2/1 16:51,1376.21,882.07
2022/2/1 16:52,1376.21,881.83
2022/2/1 16:53,1377.36,882.08
2022/2/1 16:54,1376.83,881.64
2022/2/1 16:55,1376.83,881.07
2022/2/1 16:56,1376.43,881.5
2022/2/1 16:57,1376.3,881.4
2022/2/1 16:58,1376.43,881.86
2022/2/1 16:59,1376.39,882.22
2022/2/1 17:00,1377.41,881.75
2022/2/1 17:01,1376.35,881.69
2022/2/1 17:02,1376.35,881.41
2022/2/1 17:03,1376.7,881.84
2022/2/1 17:04,1376.7,881.8
2022/2/1 17:05,1376.3,881.72
2022/2/1 17:06,1376.92,881.75
2022/2/1 17:07,1375.73,881.47
2022/2/1 17:08,1376.21,881.57
2022/2/1 17:09,1376.65,882.82
2022/2/1 17:10,1376.26,881.62
2022/2/1 17:11,1377.9,882.37
2022/2/1 17:12,1376.26,882.32
2022/2/1 17:13,1376.26,882.1
2022/2/1 17:14,1376.61,882.01
2022/2/1 17:15,1377.28,881.86
2022/2/1 17:16,1376.92,881.46
2022/2/1 17:17,1376.43,881.69
2022/2/1 17:18,1377.54,882.89
2022/2/1 17:19,1376.92,882.04
2022/2/1 17:20,1376.43,881.81
2022/2/1 17:21,1376.43,881.62
2022/2/1 17:22,1376.43,881.18
2022/2/1 17:23,1375.95,881.52
2022/2/1 17:24,1376.92,881.97
2022/2/1 17:25,1376.92,881.99
2022/2/1 17:26,1377.01,882.01
2022/2/1 17:27,1376.97,882
2022/2/1 17:28,1377.19,882.03
2022/2/1 17:29,1376.97,882
2022/2/1 17:30,1377.14,882.09
2022/2/1 17:31,1375.02,881.16
2022/2/1 17:32,1377.54,882.73
2022/2/1 17:33,1375.82,881.47
2022/2/1 17:34,1376.31,881.79
2022/2/1 17:35,1376.26,881.82
2022/2/1 17:36,1376.21,881.8
2022/2/1 17:37,1376.96,881.97
2022/2/1 17:38,1374.19,880.2
2022/2/1 17:39,1376.7,881.97
2022/2/1 17:40,1376.04,880.89
2022/2/1 17:41,1376.34,881.88
2022/2/1 17:42,1376.39,881.9
2022/2/1 17:43,1376.7,881.69
2022/2/1 17:44,1376.34,881.6
2022/2/1 17:45,1376.96,882.23
2022/2/1 17:46,1376.61,881.77
2022/2/1 17:47,1375.73,881.58
2022/2/1 17:48,1376.79,881.81
2022/2/1 17:49,1374.98,880.22
2022/2/1 17:50,1376.88,881.92
2022/2/1 17:51,1376.53,881.64
2022/2/1 17:52,1376.61,881.76
2022/2/1 17:53,1376.92,881.82
2022/2/1 17:54,1376.83,881.94
2022/2/1 17:55,1377.36,882.05
2022/2/1 17:56,1376.65,881.51
2022/2/1 17:57,1376.88,882.69
2022/2/1 17:58,1377.01,882.14
2022/2/1 17:59,1376.87,882.01
2022/2/1 18:00,1376.57,881.78
2022/2/1 18:01,1376.26,881.75
2022/2/1 18:02,1376.26,881.73
2022/2/1 18:03,1376.61,881.47
2022/2/1 18:04,1375.68,881.64
2022/2/1 18:05,1376.17,881.75
2022/2/1 18:06,1376.17,881.54
2022/2/1 18:07,1376.53,881.84
2022/2/1 18:08,1376.13,881.54
2022/2/1 18:09,1375.78,881.46
2022/2/1 18:10,1376.13,881.54
2022/2/1 18:11,1375.95,880.85
2022/2/1 18:12,1376.84,881.9
2022/2/1 18:13,1377.19,881.97
2022/2/1 18:14,1376.84,881.9
2022/2/1 18:15,1376.84,881.9
2022/2/1 18:16,1376.79,881.89
2022/2/1 18:17,1377.23,881.98
2022/2/1 18:18,1377.01,881.93
2022/2/1 18:19,1376.3,881.78
2022/2/1 18:20,1376.88,881.91
2022/2/1 18:21,1376.66,881.86
2022/2/1 18:22,1376.66,882.02
2022/2/1 18:23,1376.83,881.98
2022/2/1 18:24,1376.43,881.9
2022/2/1 18:25,1376.57,881.77
2022/2/1 18:26,1376.17,881.49
2022/2/1 18:27,1376.17,881.75
2022/2/1 18:28,1376.92,881.9
2022/2/1 18:29,1376.35,881.78
2022/2/1 18:30,1376.35,881.78
2022/2/1 18:31,1377.32,881.99
2022/2/1 18:32,1375.99,881.54
2022/2/1 18:33,1377.06,881.93
2022/2/1 18:34,1377.06,881.81
2022/2/1 18:35,1376.62,881.95
2022/2/1 18:36,1377.15,882.06
2022/2/1 18:37,1376.88,881.98
2022/2/1 18:38,1376.88,881.76
2022/2/1 18:39,1376.53,882.02
2022/2/1 18:40,1376.53,881.66
2022/2/1 18:41,1376.92,881.75
2022/2/1 18:42,1376.92,881.59
2022/2/1 18:43,1377.01,882.21
2022/2/1 18:44,1377.54,882.15
2022/2/1 18:45,1376.61,881.7
2022/2/1 18:46,1376.61,882.01
2022/2/1 18:47,1376.7,881.82
2022/2/1 18:48,1376.7,881.65
2022/2/1 18:49,1377.5,882.04
2022/2/1 18:50,1376.57,882.03
2022/2/1 18:51,1376.83,882.1
2022/2/1 18:52,1377.49,882.17
2022/2/1 18:53,1376.43,881.82
2022/2/1 18:54,1376.83,882.14
2022/2/1 18:55,1376.39,881.89
2022/2/1 18:56,1376.48,881.91
2022/2/1 18:57,1377.06,882.03
2022/2/1 18:58,1376.88,881.83
2022/2/1 18:59,1376.88,881.83
2022/2/1 19:00,1376.7,881.97
2022/2/1 19:01,1377.1,881.88
2022/2/1 19:02,1375.77,881.78
2022/2/1 19:03,1376.61,881.79
2022/2/1 19:04,1376.61,881.57
2022/2/1 19:05,1376.61,881.98
2022/2/1 19:06,1376.61,881.79
2022/2/1 19:07,1376.43,881.75
2022/2/1 19:08,1376.57,881.58
2022/2/1 19:09,1377.01,882.15
2022/2/1 19:10,1377.45,881.87
2022/2/1 19:11,1376.04,881.91
2022/2/1 19:12,1377.1,882.14
2022/2/1 19:13,1376.43,881.82
2022/2/1 19:14,1376.04,881.31
2022/2/1 19:15,1376.04,881.41
2022/2/1 19:16,1376.57,881.95
2022/2/1 19:17,1376.57,881.94
2022/2/1 19:18,1376.57,882.03
2022/2/1 19:19,1377.05,881.81
2022/2/1 19:20,1376.57,881.88
2022/2/1 19:21,1376.92,881.96
2022/2/1 19:22,1376.83,881.62
2022/2/1 19:23,1375.95,881.6
2022/2/1 19:24,1375.95,881.6
2022/2/1 19:25,1377.32,882.09
2022/2/1 19:26,1376.21,881.66
2022/2/1 19:27,1376.75,882.11
2022/2/1 19:28,1376.75,881.95
2022/2/1 19:29,1376.12,881.59
2022/2/1 19:30,1376.96,881.96
2022/2/1 19:31,1376.21,881.99
2022/2/1 19:32,1376.92,882.14
2022/2/1 19:33,1376.96,881.99
2022/2/1 19:34,1377.32,882.23
2022/2/1 19:35,1377.32,881.82
2022/2/1 19:36,1377.32,881.75
2022/2/1 19:37,1377.32,881.75
2022/2/1 19:38,1377.28,881.74
2022/2/1 19:39,1376.83,881.64
2022/2/1 19:40,1376.83,881.88
2022/2/1 19:41,1377.32,881.98
2022/2/1 19:42,1376.13,881.32
2022/2/1 19:43,1376.48,881.83
2022/2/1 19:44,1376.48,881.67
2022/2/1 19:45,1376.48,881.83
2022/2/1 19:46,1376.44,881.82
2022/2/1 19:47,1376.48,881.83
2022/2/1 19:48,1376.48,881.89
2022/2/1 19:49,1377.14,881.84
2022/2/1 19:50,1376.17,881.89
2022/2/1 19:51,1376.65,881.58
2022/2/1 19:52,1376.3,881.5
2022/2/1 19:53,1376.7,881.75
2022/2/1 19:54,1376.7,881.94
2022/2/1 19:55,1376.57,881.91
2022/2/1 19:56,1376.57,881.7
2022/2/1 19:57,1376.57,881.91
2022/2/1 19:58,1376.21,881.91
2022/2/1 19:59,1377.54,882.19
2022/2/1 20:00,1375.95,881.84
2022/2/1 20:01,1376.84,881.54
2022/2/1 20:02,1376.84,881.82
2022/2/1 20:03,1375.86,881.61
2022/2/1 20:04,1376.39,882.08
2022/2/1 20:05,1377.01,881.85
2022/2/1 20:06,1376.61,881.76
2022/2/1 20:07,1377.01,881.85
2022/2/1 20:08,1376.61,881.76
2022/2/1 20:09,1376.61,881.76
2022/2/1 20:10,1376.57,881.75
2022/2/1 20:11,1377.4,881.93
2022/2/1 20:12,1376.96,882
2022/2/1 20:13,1376.96,882.04
2022/2/1 20:14,1377.32,881.93
2022/2/1 20:15,1376.39,881.73
2022/2/1 20:16,1376.92,881.84
2022/2/1 20:17,1376.34,881.5
2022/2/1 20:18,1376.57,881.69
2022/2/1 20:19,1376.57,881.85
2022/2/1 20:20,1376.87,881.74
2022/2/1 20:21,1376.48,881.66
2022/2/1 20:22,1376.92,881.75
2022/2/1 20:23,1376.39,881.81
2022/2/1 20:24,1376.39,881.81
2022/2/1 20:25,1376.96,881.94
2022/2/1 20:26,1376.96,882.1
2022/2/1 20:27,1377.45,882
2022/2/1 20:28,1376,881.89
2022/2/1 20:29,1376.7,882.04
2022/2/1 20:30,1376.35,882.01
2022/2/1 20:31,1376.35,881.63
2022/2/1 20:32,1376.75,881.71
2022/2/1 20:33,1376.75,881.74
2022/2/1 20:34,1376.75,882.01
2022/2/1 20:35,1376.75,881.79
2022/2/1 20:36,1376.75,882.01
2022/2/1 20:37,1376.21,881.48
2022/2/1 20:38,1376.61,881.57
2022/2/1 20:39,1376.61,881.57
2022/2/1 20:40,1376.26,881.65
2022/2/1 20:41,1376.17,881.79
2022/2/1 20:42,1377.06,881.72
2022/2/1 20:43,1376.7,881.72
2022/2/1 20:44,1376.7,881.98
2022/2/1 20:45,1377.15,881.74
2022/2/1 20:46,1376.53,882
2022/2/1 20:47,1376.53,882
2022/2/1 20:48,1376.53,881.77
2022/2/1 20:49,1376.53,881.74
2022/2/1 20:50,1376.53,882.09
2022/2/1 20:51,1376.53,881.93
2022/2/1 20:52,1377.06,881.67
2022/2/1 20:53,1377.06,881.84
2022/2/1 20:54,1376.65,881.75
2022/2/1 20:55,1377.01,881.83
2022/2/1 20:56,1376.92,881.64
2022/2/1 20:57,1376.31,881.5
2022/2/1 20:58,1377.01,881.77
2022/2/1 20:59,1377.01,881.77
2022/2/1 21:00,1376.57,881.84
2022/2/1 21:01,1376.57,881.65
2022/2/1 21:02,1376.04,881.49
2022/2/1 21:03,1376.04,881.65
2022/2/1 21:04,1376.04,881.65
2022/2/1 21:05,1376.75,881.95
2022/2/1 21:06,1376.35,881.83
2022/2/1 21:07,1376.92,881.69
2022/2/1 21:08,1376.92,881.87
2022/2/1 21:09,1376.92,881.87
2022/2/1 21:10,1376.35,881.92
2022/2/1 21:11,1376,881.84
2022/2/1 21:12,1377.05,881.88
2022/2/1 21:13,1377.05,881.9
2022/2/1 21:14,1377.01,881.89
2022/2/1 21:15,1377.01,882.07
2022/2/1 21:16,1377.54,882.12
2022/2/1 21:17,1376.21,881.83
2022/2/1 21:18,1376.92,882.02
2022/2/1 21:19,1376.26,881.54
2022/2/1 21:20,1376.83,881.66
2022/2/1 21:21,1376.87,881.87
2022/2/1 21:22,1376.87,882.43
2022/2/1 21:23,1376.87,881.84
2022/2/1 21:24,1376.21,881.95
2022/2/1 21:25,1377.14,882.32
2022/2/1 21:26,1376.87,882.11
2022/2/1 21:27,1376.12,881.7
2022/2/1 21:28,1375.24,881.34
2022/2/1 21:29,1376.92,881.84
2022/2/1 21:30,1376.83,881.64
2022/2/1 21:31,1376,881.87
2022/2/1 21:32,1376.57,881.99
2022/2/1 21:33,1375.73,881.49
2022/2/1 21:34,1376.75,882.07
2022/2/1 21:35,1376.44,881.59
2022/2/1 21:36,1375.29,880.47
2022/2/1 21:37,1377.28,882.74
2022/2/1 21:38,1377.45,882.13
2022/2/1 21:39,1377.85,882.3
2022/2/1 21:40,1376.79,881.97
2022/2/1 21:41,1376.48,881.61
2022/2/1 21:42,1376.48,881.06
2022/2/1 21:43,1376.48,881.7
2022/2/1 21:44,1377.1,882.01
2022/2/1 21:45,1376.57,881.89
2022/2/1 21:46,1376.79,881.79
2022/2/1 21:47,1376.92,881.67
2022/2/1 21:48,1376.3,881.78
2022/2/1 21:49,1376.65,881.74
2022/2/1 21:50,1376.21,881.85
2022/2/1 21:51,1376.79,881.42
2022/2/1 21:52,1376.39,881.9
2022/2/1 21:53,1376.39,881.77
2022/2/1 21:54,1376.04,881.7
2022/2/1 21:55,1377.23,881.94
2022/2/1 21:56,1376.04,882.01
2022/2/1 21:57,1377.28,881.89
2022/2/1 21:58,1376.44,881.77
2022/2/1 21:59,1376.44,881.92
2022/2/1 22:00,1376.84,882.41
2022/2/1 22:01,1376.44,881.62
2022/2/1 22:02,1376.09,882.52
2022/2/1 22:03,1377.54,882.14
2022/2/1 22:04,1376.75,882.54
2022/2/1 22:05,1376.53,881.83
2022/2/1 22:06,1376.97,881.69
2022/2/1 22:07,1376.88,881.67
2022/2/1 22:08,1375.95,881.47
2022/2/1 22:09,1376.7,881.84
2022/2/1 22:10,1375.9,881.5
2022/2/1 22:11,1376.26,882.03
2022/2/1 22:12,1376.61,881.75
2022/2/1 22:13,1376.61,882.08
2022/2/1 22:14,1376.61,881.65
2022/2/1 22:15,1376.61,881.65
2022/2/1 22:16,1376.61,881.64
2022/2/1 22:17,1376.61,881.89
2022/2/1 22:18,1376.21,882.03
2022/2/1 22:19,1376.26,881.99
2022/2/1 22:20,1376.13,881.55
2022/2/1 22:21,1376.04,881.85
2022/2/1 22:22,1376.08,881.66
2022/2/1 22:23,1376.43,881.73
2022/2/1 22:24,1376.88,882.03
2022/2/1 22:25,1377.54,881.93
2022/2/1 22:26,1377.71,881.79
2022/2/1 22:27,1377.06,881.91
2022/2/1 22:28,1376.96,882.07
2022/2/1 22:29,1376.48,881.96
2022/2/1 22:30,1376.87,882.05
2022/2/1 22:31,1376.52,881.97
2022/2/1 22:32,1377.54,881.77
2022/2/1 22:33,1376.39,882.03
2022/2/1 22:34,1376.39,881.69
2022/2/1 22:35,1374.49,880.2
2022/2/1 22:36,1376.39,881.74
2022/2/1 22:37,1375.11,880.89
2022/2/1 22:38,1375.2,880.75
2022/2/1 22:39,1375.78,881.3
2022/2/1 22:40,1376.75,881.68
2022/2/1 22:41,1376.75,881.76
2022/2/1 22:42,1375.73,881.54
2022/2/1 22:43,1375.73,881.54
2022/2/1 22:44,1376.26,881.65
2022/2/1 22:45,1376.26,881.73
2022/2/1 22:46,1376.3,881.74
2022/2/1 22:47,1375.86,881.64
2022/2/1 22:48,1376.3,881.77
2022/2/1 22:49,1376.65,881.46
2022/2/1 22:50,1376.96,881.98
2022/2/1 22:51,1376.61,881.55
2022/2/1 22:52,1376.96,881.63
2022/2/1 22:53,1376.84,881.87
2022/2/1 22:54,1376,881.26
2022/2/1 22:55,1376.75,881.95
2022/2/1 22:56,1376.75,882.04
2022/2/1 22:57,1376.34,881.8
2022/2/1 22:58,1376.7,881.51
2022/2/1 22:59,1376.21,881.6
2022/2/1 23:00,1376.79,881.86
2022/2/1 23:01,1376.92,881.93
2022/2/1 23:02,1376.88,881.92
2022/2/1 23:03,1376.88,881.7
2022/2/1 23:04,1377.5,882.86
2022/2/1 23:05,1376.52,881.75
2022/2/1 23:06,1376.3,881.69
2022/2/1 23:07,1377.05,881.9
2022/2/1 23:08,1376,881.45
2022/2/1 23:09,1376.61,881.58
2022/2/1 23:10,1376.61,881.58
2022/2/1 23:11,1375.15,880.74
2022/2/1 23:12,1376.39,881.64
2022/2/1 23:13,1375.28,881.46
2022/2/1 23:14,1376.96,881.66
2022/2/1 23:15,1375.02,881.28
2022/2/1 23:16,1376.44,881.78
2022/2/1 23:17,1376.92,881.69
2022/2/1 23:18,1377.05,882.09
2022/2/1 23:19,1376.26,881.35
2022/2/1 23:20,1377.37,881.86
2022/2/1 23:21,1376.92,881.52
2022/2/1 23:22,1376.26,881.67
2022/2/1 23:23,1376.75,881.77
2022/2/1 23:24,1376.26,881.67
2022/2/1 23:25,1376.43,882.11
2022/2/1 23:26,1376.48,881.7
2022/2/1 23:27,1376.57,882.11
2022/2/1 23:28,1376.21,881.88
2022/2/1 23:29,1375.29,880.48
2022/2/1 23:30,1376.12,881.7
2022/2/1 23:31,1376.12,881.51
2022/2/1 23:32,1376.62,881.71
2022/2/1 23:33,1374.84,880.81
2022/2/1 23:34,1376.21,881.48
2022/2/1 23:35,1375.47,882.2
2022/2/1 23:36,1376.61,881.57
2022/2/1 23:37,1375.42,881.51
2022/2/1 23:38,1376.84,882.03
2022/2/1 23:39,1376.75,882.15
2022/2/1 23:40,1375.99,881.55
2022/2/1 23:41,1375.99,881.73
2022/2/1 23:42,1376.75,881.89
2022/2/1 23:43,1376.48,881.62
2022/2/1 23:44,1376.09,881.53
2022/2/1 23:45,1376.48,881.22
2022/2/1 23:46,1376.39,881.74
2022/2/1 23:47,1377.14,881.68
2022/2/1 23:48,1376.57,881.87
2022/2/1 23:49,1377.54,882.51
2022/2/1 23:50,1376.84,881.94
2022/2/1 23:51,1375.2,880.62
2022/2/1 23:52,1376.53,881.97
2022/2/1 23:53,1376.62,881.06
2022/2/1 23:54,1376.53,881.95
2022/2/1 23:55,1376.57,880.78
2022/2/1 23:56,1376.61,881.55
2022/2/1 23:57,1376.3,902.91
2022/2/1 23:58,1376.75,903.69
2022/2/1 23:59,1374.53,902.49
2022/2/2 0:00,1377.05,904.2
2022/2/2 0:01,1376.48,903.46
2022/2/2 0:02,1377.41,903.93
2022/2/2 0:03,1374.98,902.73
2022/2/2 0:04,1376.7,903.66
2022/2/2 0:05,1375.33,903
2022/2/2 0:06,1376.61,903.76
2022/2/2 0:07,1375.38,902.44
2022/2/2 0:08,1376.39,903.52
2022/2/2 0:09,1375.9,903.61
2022/2/2 0:10,1377.94,904.54
2022/2/2 0:11,1374.57,903
2022/2/2 0:12,1376.57,903.7
2022/2/2 0:13,1375.37,903.5
2022/2/2 0:14,1376.66,903.88
2022/2/2 0:15,1376.75,903.92
2022/2/2 0:16,1376.84,903.67
2022/2/2 0:17,1375.95,903.53
2022/2/2 0:18,1376.35,903.49
2022/2/2 0:19,1376.53,903.54
2022/2/2 0:20,1376.17,903.54
2022/2/2 0:21,1376.26,903.37
2022/2/2 0:22,1376.26,903.78
2022/2/2 0:23,1376.61,903.5
2022/2/2 0:24,1376.34,903.34
2022/2/2 0:25,1376.3,903.42
2022/2/2 0:26,1377.05,903.94
2022/2/2 0:27,1376,903.4
2022/2/2 0:28,1376.35,903.62
2022/2/2 0:29,1376.84,903.74
2022/2/2 0:30,1375.68,903.09
2022/2/2 0:31,1376.09,903.47
2022/2/2 0:32,1376.97,903.93
2022/2/2 0:33,1376.62,903.69
2022/2/2 0:34,1376.09,903.27
2022/2/2 0:35,1376.09,903.42
2022/2/2 0:36,1376.92,903.96
2022/2/2 0:37,1376.21,903.52
2022/2/2 0:38,1376.21,903.55
2022/2/2 0:39,1376.79,903.49
2022/2/2 0:40,1376.48,903.43
2022/2/2 0:41,1376.53,902.86
2022/2/2 0:42,1376.88,903.67
2022/2/2 0:43,1376.75,903.53
2022/2/2 0:44,1376.52,903.48
2022/2/2 0:45,1374.89,902.53
2022/2/2 0:46,1376.88,903.74
2022/2/2 0:47,1376.39,903.36
2022/2/2 0:48,1377.14,903.29
2022/2/2 0:49,1377.14,903.99
2022/2/2 0:50,1377.28,904.02
2022/2/2 0:51,1376.17,903.2
2022/2/2 0:52,1376.17,903.63
2022/2/2 0:53,1376.48,903.83
2022/2/2 0:54,1376.43,903.65
2022/2/2 0:55,1376.7,903.09
2022/2/2 0:56,1377.63,903.91
2022/2/2 0:57,1377.19,903.67
2022/2/2 0:58,1375.95,904.12
2022/2/2 0:59,1377.54,903.97
2022/2/2 1:00,1376.21,903.52
2022/2/2 1:01,1376.7,903.94
2022/2/2 1:02,1376.7,903.55
2022/2/2 1:03,1376.57,903.82
2022/2/2 1:04,1375.73,903.49
2022/2/2 1:05,1376.08,903.72
2022/2/2 1:06,1376.61,903.69
2022/2/2 1:07,1375.68,903.18
2022/2/2 1:08,1376.75,903.71
2022/2/2 1:09,1377.19,904.37
2022/2/2 1:10,1376.43,903.38
2022/2/2 1:11,1376.96,903.88
2022/2/2 1:12,1376.04,903.24
2022/2/2 1:13,1376.52,904.34
2022/2/2 1:14,1375.51,903.27
2022/2/2 1:15,1376,903.38
2022/2/2 1:16,1377.01,903.91
2022/2/2 1:17,1376.04,903.32
2022/2/2 1:18,1377.14,903.51
2022/2/2 1:19,1376.61,903.39
2022/2/2 1:20,1377.67,904.51
2022/2/2 1:21,1376.48,903.5
2022/2/2 1:22,1375.68,903.33
2022/2/2 1:23,1376.26,903.59
2022/2/2 1:24,1376.84,903.39
2022/2/2 1:25,1376.79,903.86
2022/2/2 1:26,1377.15,903.78
2022/2/2 1:27,1376.83,903.46
2022/2/2 1:28,1376.48,903.58
2022/2/2 1:29,1376.75,903.53
2022/2/2 1:30,1377.81,904.28
2022/2/2 1:31,1376.3,903.62
2022/2/2 1:32,1378.03,904.13
2022/2/2 1:33,1376.26,903.5
2022/2/2 1:34,1376.43,904
2022/2/2 1:35,1376.21,903.2
2022/2/2 1:36,1376,903.17
2022/2/2 1:37,1376.83,903.32
2022/2/2 1:38,1376.21,903.51
2022/2/2 1:39,1376.66,903.54
2022/2/2 1:40,1376.21,903.75
2022/2/2 1:41,1377.54,903.98
2022/2/2 1:42,1375.86,903.21
2022/2/2 1:43,1376.39,903.25
2022/2/2 1:44,1376.21,903.48
2022/2/2 1:45,1376.21,903.44
2022/2/2 1:46,1376.79,903.59
2022/2/2 1:47,1376.44,903.71
2022/2/2 1:48,1376.35,903.71
2022/2/2 1:49,1376.17,903.82
2022/2/2 1:50,1376.12,903.56
2022/2/2 1:51,1376.61,903.5
2022/2/2 1:52,1376.17,903.34
2022/2/2 1:53,1376.57,903.8
2022/2/2 1:54,1376.43,903.61
2022/2/2 1:55,1376.79,903.6
2022/2/2 1:56,1376.92,903.8
2022/2/2 1:57,1376.13,903.58
2022/2/2 1:58,1376.09,903.72
2022/2/2 1:59,1376.09,903.38
2022/2/2 2:00,1376.09,903.26
2022/2/2 2:01,1375.95,902.88
2022/2/2 2:02,1377.54,903.98
2022/2/2 2:03,1376.75,903.65
2022/2/2 2:04,1376.12,902.78
2022/2/2 2:05,1376.92,903.71
2022/2/2 2:06,1376.53,902.75
2022/2/2 2:07,1375.51,902.87
2022/2/2 2:08,1374.53,902.52
2022/2/2 2:09,1376.48,903.42
2022/2/2 2:10,1376.48,903.68
2022/2/2 2:11,1377.1,903.16
2022/2/2 2:12,1376.61,903.57
2022/2/2 2:13,1376.57,903.71
2022/2/2 2:14,1376.57,903.4
2022/2/2 2:15,1376.57,903.83
2022/2/2 2:16,1375.64,903.11
2022/2/2 2:17,1376.39,903.95
2022/2/2 2:18,1376.35,903.6
2022/2/2 2:19,1376.96,904.12
2022/2/2 2:20,1376.04,903.41
2022/2/2 2:21,1376.43,903.77
2022/2/2 2:22,1375.77,903.31
2022/2/2 2:23,1375.81,903.32
2022/2/2 2:24,1376.26,903.24
2022/2/2 2:25,1375.9,903.45
2022/2/2 2:26,1376.26,903.49
2022/2/2 2:27,1376.57,903.59
2022/2/2 2:28,1376.57,903.35
2022/2/2 2:29,1376.21,903.82
2022/2/2 2:30,1376.53,903.7
2022/2/2 2:31,1376.53,903.42
2022/2/2 2:32,1377.9,904.17
2022/2/2 2:33,1377.72,904.41
2022/2/2 2:34,1376.34,903.77
2022/2/2 2:35,1376.34,903.69
2022/2/2 2:36,1377.76,904.53
2022/2/2 2:37,1378.16,904.41
2022/2/2 2:38,1376.26,903.48
2022/2/2 2:39,1376.92,903.58
2022/2/2 2:40,1376.39,903.55
2022/2/2 2:41,1376.84,903.68
2022/2/2 2:42,1376.34,903.77
2022/2/2 2:43,1377.49,904.03
2022/2/2 2:44,1376.35,903.62
2022/2/2 2:45,1376.12,903.86
2022/2/2 2:46,1376.92,903.85
2022/2/2 2:47,1376.39,903.73
2022/2/2 2:48,1376.7,903.45
